BLZUSDT;-1.7574482064666421;7;4
GALAUSDT;-3.218103450963396;6;4
MKRUSDT;-2.4198612919532936;6;4
CTSIUSDT;2.8957807723524738;6;4
HBARUSDT;0.28871983222501774;7;3
STMXUSDT;5.114712891326923;8;2
XRPBUSD;5.620482865133931;8;3
VETUSDT;8.936539475282943;9;3
BATUSDT;3.4661204946459314;7;3
OGNUSDT;-2.509951085411892;7;4
UNFIUSDT;3.160041503049027;7;5
1INCHUSDT;9.729526791209734;10;2
ALGOUSDT;4.475336810612908;8;3
RLCUSDT;-2.8240459806936697;6;4
ARPAUSDT;4.229408627238353;7;2
FTTBUSD;3.84944604695406;8;1
RSRUSDT;2.355463385233835;6;4
DOGEUSDT;0.8701366531185897;6;5
SHIBUSDT;-4.122477070431097;4;6
LITUSDT;-6.226424766826815;5;6
CELOUSDT;4.051055049665614;8;4
NKNUSDT;1.6783187750449182;8;2
SNXUSDT;13.93668215714058;9;1
BTSUSDT;3.105753245442683;7;3
PEOPLEUSDT;3.497238657949848;6;4
BCHUSDT;4.46986006673332;9;1
TRXUSDT;0.5559060309032009;8;5
KLAYUSDT;-8.429525087055103;3;7
DYDXUSDT;-4.14516738395503;7;4
ZENUSDT;9.072050310238993;10;2
XECUSDT;-0.6609065583911362;7;3
WAVESUSDT;4.314956189814016;8;2
IOSTUSDT;-1.692956665978142;6;5
MTLUSDT;12.813657532148603;9;3
THETAUSDT;7.102175361600553;9;2
LUNAUSDT;6.472126483400081;9;2
C98USDT;-8.727512329101978;5;6
KSMUSDT;7.7838429368711255;9;2
FTMUSDT;-0.24041614924356747;6;7
CELRUSDT;1.6672508070112273;7;3
IOTXUSDT;4.595725363238797;8;2
AAVEUSDT;1.4150218156547374;9;3
LTCUSDT;-2.5989959379586027;4;6
ANCUSDT;4.825109378649347;8;2
XMRUSDT;-7.690127119347057;5;4
ONTUSDT;10.045739619703836;8;4
SCUSDT;-4.657193511720902;5;5
SXPUSDT;0.9956875471451841;6;5
BALUSDT;10.534492697171036;9;3
ZILUSDT;15.458083730071351;9;2
RUNEUSDT;12.100299545764221;8;2
DENTUSDT;1.078538293803136;7;3
EOSUSDT;-3.498987147235507;7;4
DGBUSDT;1.277393142075695;8;3
OMGUSDT;6.709220743976537;9;3
ALPHAUSDT;3.3710321988034986;8;2
AKROUSDT;3.2020649527144167;9;3
SRMUSDT;2.659378376972883;7;4
GRTUSDT;-8.225905380495378;4;6
IMXUSDT;9.448007119730743;9;2
KAVAUSDT;-7.654527506328105;5;5
ONEUSDT;6.694917973747037;7;3
CVCUSDT;4.253890080335779;9;3
XTZUSDT;0.6715467764345859;8;4
YFIIUSDT;1.1912132408629499;9;2
COTIUSDT;-6.071739401941562;5;5
BELUSDT;6.511545776058575;9;2
UNIUSDT;-1.1952656252543599;6;5
DOGEBUSD;2.3483539390558943;7;4
SANDUSDT;-4.394404125098201;6;5
MANAUSDT;1.3735997743221449;8;4
MASKUSDT;1.201409542910144;7;5
BNBBUSD;5.426383443683928;9;2
FILUSDT;-9.16085768086197;4;6
ATAUSDT;1.7440927228662866;8;4
SKLUSDT;13.18530846736878;8;2
ADABUSD;5.055030156880317;8;2
SFPUSDT;9.066920854256988;9;3
KNCUSDT;0.9246563756600596;7;3
ICXUSDT;-8.20756665620536;4;5
APEUSDT;-2.0230366587057658;7;4
GTCUSDT;-1.2935619426220013;5;5
ZRXUSDT;11.267369129882715;8;2
ARUSDT;2.5339477652904336;5;5
CTKUSDT;2.964683539681644;9;3
HNTUSDT;1.8981157929328178;8;4
XLMUSDT;4.62459138870888;8;2
STORJUSDT;8.340797847454871;9;1
LRCUSDT;0.6963799665915313;8;4
BNBUSDT;3.8398830938239863;8;3
YFIUSDT;0.805095959851771;7;3
XRPUSDT;5.420561795672857;8;3
SUSHIUSDT;-0.8425670607857418;7;3
LINAUSDT;15.035088672379045;9;3
IOTAUSDT;3.445925565522755;9;2
LINKUSDT;-6.862409747185404;4;6
ANKRUSDT;9.540854709958753;10;1
NEARUSDT;2.2287396933650756;7;4
AXSUSDT;-0.3608337584138448;6;4
RAYUSDT;-2.756247844622928;5;5
SOLBUSD;-3.1263652559409656;6;4
TLMUSDT;-6.0975792975193865;5;5
RENUSDT;12.960981356877634;9;1
DOTUSDT;12.631780056296375;10;0
EGLDUSDT;-2.442643293099536;6;4
AVAXUSDT;6.486254379456341;10;1
FLMUSDT;-0.7985071265785915;8;4
BTCUSDT;6.7635299882444535;10;0
RVNUSDT;-2.012752585907755;6;4
ALICEUSDT;-1.3024049987485484;6;5
ADAUSDT;5.017788271873689;8;2
DUSKUSDT;3.7524231137725046;7;3
ROSEUSDT;-1.92347695103926;7;3
CRVUSDT;4.352938788536292;9;3
DODOUSDT;-2.445551563629425;5;6
XEMUSDT;-2.774486599053518;5;5
ICPUSDT;0.5643649036574163;7;4
REEFUSDT;12.420882378655161;10;1
CHRUSDT;-7.828214982075345;5;6
BANDUSDT;-12.161690324827326;3;6
API3USDT;14.88854655638127;7;3
DASHUSDT;-7.231804976249603;4;6
OCEANUSDT;2.691152458313413;6;4
ETHUSDT;6.139465254935899;11;0
CHZUSDT;0.7888025748757386;7;3
TOMOUSDT;-6.252571512978731;6;4
ENSUSDT;8.79393928977363;9;3
AUDIOUSDT;-3.321031652959713;6;4
GMTUSDT;5.144954269478797;6;5
ZECUSDT;-1.8024589013706116;6;4
NEOUSDT;-5.100366795968378;7;5
QTUMUSDT;7.230437578138998;8;2
